2448.396234	2451.804050	Space 1
2468.684622	2471.379173	Space 2
2494.362112	2498.641694	Space 3
2552.057213	2554.910268	Space 4
2578.844224	2582.014285	Space 5
2597.547581	2600.242133	Space 6
2618.152975	2621.957047	Space 7
2632.893756	2636.380823	Space 8
2644.781483	2647.476034	Space 9
2674.580052	2678.701130	Space 10
2693.917421	2697.879997	Space 11
2738.456771	2741.309826	Space 12
2767.462825	2769.523364	Space 13
